Supplier_ID,Business_Name,Owner_Name,Country,City,Address,Phone,Email,Website,Category,Main_Products,Business_Type,Year_Established,Employees,Annual_Export_Volume_USD,Min_Order_Quantity,Export_Markets,Certifications,Rating,Payment_Terms,Lead_Time_Days
SUP009033,Bangkok Drinks Co Group,phuuwRn aithaichoy,Thailand,Bangkok,"1 Main Road, Bangkok, Thailand",+66-8867-64056,contact@bangkokdrinkscogroup.com,www.bangkokdrinkscogroup.th,Beverages,"Energy Drinks, Herbal Teas, Soft Drinks",Distributor,2018,52,1071940,4094 pieces,"Western Europe, Middle East","RoHS Compliant, WRAP Certified",3.4,Cash Against Documents (CAD),16
SUP009034,Kuwait City PolyPack Trading Co,Samantha Fowler,Kuwait,Kuwait City,"913 Commercial Street, Kuwait City, Kuwait",+965-2987-0737,samantha818@gmail.com,www.kuwaitcitypolypacktr.com,Plastics & Packaging,"Plastic Containers, Plastic Pipes, Plastic Crates, Foam Packaging",Sole Proprietor Exporter,1995,141,83444805,2713 kg,"South America, North America","SEDEX, ISO 22000",4.9,Net 30 Days,7
SUP009035,Graz Leather Works GmbH,Vincent Brandner,Austria,Graz,"624 Export Zone, Graz, Austria",+43-35599-79061,vincent.brandner@outlook.com,www.grazleatherworksgmbh.at,Leather Goods,"Leather Shoes, Leather Gloves, Wallets, Jackets, Belts",Wholesaler,1990,951,6313699,1759 boxes,"Western Europe, Oceania",BRC Certified,3.5,Letter of Credit (L/C),17
SUP009036,Premium Sports SARL,Suzanne Allain,Tunisia,Tunis,"441 Business Park, Tunis, Tunisia",+216-0996-6420,suzanne@hotmail.com,www.premiumsportssarl.com,Sports Goods,"Yoga Mats, Cricket Bats, Gym Equipment, Footballs, Sportswear",Manufacturer & Exporter,1980,74,9964062,1140 kg,"Oceania, Sub-Saharan Africa","Fair Trade Certified, Halal Certified",3.1,Net 30 Days,82
SUP009037,Jewels Enterprises OJSC,Fomichev Dobromysl Dem'ianovich,Russia,Moscow,"486 Export Zone, Moscow, Russia",+7-01181-27064,contact@jewelsenterprisesojs.com,www.jewelsenterprisesojs.com,Jewelry & Gemstones,"Diamond Rings, Precious Stones, Fashion Jewelry",Manufacturer,2015,326,6969279,3867 tons,"Western Europe, Middle East, CIS Countries","ISO 9001, RoHS Compliant",4.9,Open Account,89
SUP009038,Sharjah Pharma Trading LLC,Beverly Thompson,UAE,Abu Dhabi,"181 Free Zone, Abu Dhabi, UAE",+971-0831-13029,info@sharjahpharmatrading.ae,www.sharjahpharmatrading.com,Pharmaceuticals & Healthcare,"Medical Devices, Generic Medicines, Ayurvedic Products, Nutritional Supplements, Syringes",Wholesaler,2006,265,93648,1308 kg,"East Asia, Sub-Saharan Africa, North Africa","FSSAI, GMP Certified",3.5,Letter of Credit (L/C),81
SUP009039,Pokhara Biotech Pvt Ltd,Brandon Garrison,Nepal,Pokhara,"816 Industrial Area, Pokhara, Nepal",+977-23909-88362,sales@pokharabiotechpvtltd.np,www.pokharabiotechpvtltd.com,Pharmaceuticals & Healthcare,"Generic Medicines, Syringes, Surgical Masks, First Aid Kits",Trading Company,1996,161,194717,3170 kg,"South America, Oceania, Middle East, Southeast Asia","FSSAI, OEKO-TEX, Halal Certified",3.7,Net 60 Days,8
SUP009040,Sharjah Fitness Co LLC,Mary Robertson,UAE,Sharjah,"334 Export Zone, Sharjah, UAE",+971-0803-12589,enquiry@sharjahfitnesscollc.com,www.sharjahfitnesscollc.ae,Sports Goods,"Yoga Mats, Footballs, Cricket Bats, Badminton Rackets, Sportswear",Manufacturer,1975,136,40377,2657 units,"Southeast Asia, East Asia, CIS Countries, Eastern Europe","SEDEX, FSSAI",4.4,"30% Advance, 70% on Delivery",65
SUP009041,Frankfurt Electronics AG,Ing. Jeannette Wilmsen,Germany,Hamburg,"154 Commercial Street, Hamburg, Germany",+49-58284-27046,sales@frankfurtelectronics.com,www.frankfurtelectronics.com,Electronics & Electrical,"Solar Panels, Mobile Accessories, Batteries, LED Lights, Circuit Boards",Wholesaler,1992,441,1385082,3833 sets,"Southeast Asia, Oceania, Sub-Saharan Africa, East Asia",HACCP,4.0,Open Account,16
SUP009042,Copenhagen Athletics Group,Majken Lund,Denmark,Aarhus,"764 Export Zone, Aarhus, Denmark",+45-2624-1192,export@copenhagenathleticsg.com,www.copenhagenathleticsg.dk,Sports Goods,"Yoga Mats, Gym Equipment, Boxing Gloves, Cricket Bats, Badminton Rackets",Trading Company,2001,2304,29848,840 tons,"Eastern Europe, Western Europe","ISO 9001, ISO 22000",3.1,Telegraphic Transfer (T/T),79
SUP009043,Drinks Co Worldwide Exports,Tammy Dunn,Bangladesh,Dhaka,"391 Business Park, Dhaka, Bangladesh",+880-35935-83667,contact@drinkscoworldwideexp.bd,www.drinkscoworldwideexp.com,Beverages,"Herbal Teas, Bottled Water, Wine",Sole Proprietor Exporter,1996,208,47486600,2953 pieces,"South America, Western Europe","Organic Certified, Fair Trade Certified",4.1,Telegraphic Transfer (T/T),48
SUP009044,Hall Industrial Equipment Ltd,Robert Lawrence,Israel,Tel Aviv,"242 Commercial Street, Tel Aviv, Israel",+972-0776-91323,robert@hotmail.com,www.hallindustrialequipm.com,Machinery & Industrial Equipment,"Packaging Machines, CNC Machines, Generators",Trading Company,1999,877,506520,4992 kg,"CIS Countries, South Asia, North Africa, Southeast Asia","WRAP Certified, Halal Certified",4.0,Telegraphic Transfer (T/T),39
SUP009045,Jansson Beauty Co Oy,Olavi Lindholm,Finland,Tampere,"870 Market Road, Tampere, Finland",+358-2020-62762,enquiry@janssonbeautycooy.fi,www.janssonbeautycooy.fi,Cosmetics & Personal Care,"Haircare Products, Essential Oils, Beauty Tools, Skincare Products, Herbal Soaps",Manufacturer & Exporter,1977,109,22478,4056 sets,"Eastern Europe, Western Europe","GMP Certified, Fair Trade Certified, CE Certified",3.4,Cash Against Documents (CAD),86
SUP009046,Huguet Cotton Mills Cia. Ltda.,Gabriela Farre Montero,Ecuador,Guayaquil,"847 Business Park, Guayaquil, Ecuador",+593-7854-77458,info@huguetcottonmillscia.com,www.huguetcottonmillscia.ec,Textiles & Apparel,"Bed Linen Sets, Curtains & Drapes, Silk Sarees, Baby Clothing, Knitwear",Manufacturer & Exporter,2016,833,71900,3686 boxes,"Western Europe, Middle East","RoHS Compliant, ISO 9001, FSSAI",3.3,Letter of Credit (L/C),45
SUP009047,Packaging Co Enterprises Ltda.,Rafael Mendizabal Pedrero,Colombia,Bogota,"458 Main Road, Bogota, Colombia",+57-25667-69921,rafael550@gmail.com,www.packagingcoenterpris.co,Paper & Packaging,"Notebooks, Printing Paper, Paper Bags",Manufacturer,1996,400,4937659,1002 tons,"Eastern Europe, Western Europe, Southeast Asia","ISO 9001, GMP Certified, Fair Trade Certified",4.7,Letter of Credit (L/C),13
SUP009048,Oliveira Metals S.A.,Nina Aragao,Brazil,Rio de Janeiro,"772 Business Park, Rio de Janeiro, Brazil",+55-24681-450418,nina917@yahoo.com,www.oliveirametalssa.com,Metals & Minerals,"Aluminum Ingots, Iron Ore, Zinc Alloys, Brass Fittings, Copper Wires",Trading Company,1985,84,51018690,2809 boxes,"South America, North America, CIS Countries",ISO 14001,4.8,"30% Advance, 70% on Delivery",10
SUP009049,Toys International S.A.E.,Stacey Ellis,Egypt,Alexandria,"780 Main Road, Alexandria, Egypt",+20-13798-73063,enquiry@toysinternationalsae.com,www.toysinternationalsae.com,Toys & Games,"Building Blocks, Puzzle Sets, Remote Control Cars",Manufacturer,2023,77,64504582,673 boxes,"Middle East, Southeast Asia","ISO 22000, SEDEX",4.1,100% Advance,49
SUP009050,Valparaiso Games Co Ltda.,Asuncion Montalban,Chile,Valparaiso,"505 Trade Center, Valparaiso, Chile",+56-0214-47035,asuncion.montalban@yahoo.com,www.valparaisogamescoltd.cl,Toys & Games,"Soft Toys, Board Games, Action Figures, Remote Control Cars",Trading Company,2022,18,99796128,4742 boxes,"North America, Eastern Europe, South America, North Africa","ISO 22000, Organic Certified",3.3,Open Account,8
SUP009051,Penar Biotech Sp. z o.o.,pan Arkadiusz Bakalarczyk,Poland,Krakow,"2 Business Park, Krakow, Poland",+48-7905-91631,export@penarbiotechspzoo.pl,www.penarbiotechspzoo.com,Pharmaceuticals & Healthcare,"Surgical Masks, Generic Medicines, Syringes",Distributor,2015,12,58070728,503 pieces,"Southeast Asia, Oceania","ISO 14001, Halal Certified, OEKO-TEX",3.4,Letter of Credit (L/C),84
SUP009052,Golden MachineTech S.A.S.,Soraya Oliver-Barranco,Colombia,Medellin,"892 Main Road, Medellin, Colombia",+57-85691-02958,contact@goldenmachinetechsas.com,www.goldenmachinetechsas.co,Machinery & Industrial Equipment,"Generators, Packaging Machines, Industrial Pumps, Welding Equipment, Hydraulic Presses",Manufacturer,2000,901,149123,358 units,"CIS Countries, North America, Western Europe","CE Certified, ISO 9001",5.0,Letter of Credit (L/C),90
SUP009053,Electricals International Group,Rhonda Martin,Malaysia,Johor Bahru,"187 Trade Center, Johor Bahru, Malaysia",+60-0508-52537,sales@electricalsinternati.com,www.electricalsinternati.my,Electronics & Electrical,"Circuit Boards, LED Lights, Home Appliances, Mobile Accessories, Surveillance Cameras",Distributor,1979,2032,1826034,2235 units,"East Asia, CIS Countries, North Africa","CE Certified, ISO 9001, GMP Certified",4.0,100% Advance,65
SUP009054,Heritage Crafts Enterprises Co. Ltd,phlphuumi thrrmniym,Thailand,Pattaya,"635 Trade Center, Pattaya, Thailand",+66-0764-43943,info@heritagecraftsenterp.th,www.heritagecraftsenterp.th,Handicrafts & Home Decor,"Candle Holders, Decorative Mirrors, Stone Carvings",Trading Company,2011,3715,2194595,2913 sets,"Sub-Saharan Africa, Middle East, Eastern Europe","FSSAI, HACCP",3.2,Telegraphic Transfer (T/T),60
SUP009055,Macedo Electricals S.A.,Jose Henriques,Portugal,Porto,"455 Business Park, Porto, Portugal",+351-5085-31638,export@macedoelectricalssa.com,www.macedoelectricalssa.com,Electronics & Electrical,"Inverters, Surveillance Cameras, Solar Panels, Home Appliances, Batteries",Distributor,1980,565,1348023,2508 kg,"South Asia, CIS Countries, Southeast Asia, North Africa","HACCP, ISO 14001, RoHS Compliant",3.7,Net 60 Days,54
SUP009056,Elite Petrochem Co. Ltd,bagjunho,South Korea,Busan,"574 Main Road, Busan, South Korea",+82-97851-32926,bagjunho644@yahoo.com,www.elitepetrochemcoltd.kr,Chemicals & Petrochemicals,"Adhesives, Industrial Chemicals, Solvents, Fertilizers",Distributor,2020,47,45299230,4274 boxes,"East Asia, Southeast Asia","Organic Certified, RoHS Compliant, OEKO-TEX",3.4,"30% Advance, 70% on Delivery",30
SUP009057,Gems Overseas Group,nathyaadaa bindii,Thailand,Pattaya,"549 Export Zone, Pattaya, Thailand",+66-8092-67255,info@gemsoverseasgroup.com,www.gemsoverseasgroup.com,Jewelry & Gemstones,"Anklets, Fashion Jewelry, Gemstone Beads, Pearl Necklaces, Silver Ornaments",Distributor,2002,957,40090372,4845 boxes,"Western Europe, East Asia, Southeast Asia, Middle East","OEKO-TEX, ISO 14001, BRC Certified",4.4,Letter of Credit (L/C),33
SUP009058,Construction Overseas S.A.,Salome Piperide,Greece,Athens,"485 Commercial Street, Athens, Greece",+30-90571-77256,info@constructionoverseas.com,www.constructionoverseas.com,Construction Materials,"Steel Bars, Ceramic Tiles, Marble Slabs, Sanitaryware",Wholesaler,2014,27,43520664,3092 boxes,"Southeast Asia, North Africa",OEKO-TEX,4.7,Open Account,82
SUP009059,Sunrise Bottling Works Group,Paoletta Taccola,Italy,Rome,"797 Business Park, Rome, Italy",+39-82711-53511,paoletta@yahoo.com,www.sunrisebottlingworks.com,Beverages,"Wine, Bottled Water, Soft Drinks, Coffee Concentrates",Wholesaler,1995,45,48566949,4478 units,"CIS Countries, East Asia, South America, Southeast Asia","SEDEX, BRC Certified, ISO 22000",4.2,100% Advance,30
SUP009060,Grains Overseas AG,Lisbeth Hofer Walter,Switzerland,Geneva,"959 Market Road, Geneva, Switzerland",+41-8053-71018,export@grainsoverseasag.ch,www.grainsoverseasag.ch,Agriculture & Food Products,"Wheat Flour, Pulses & Lentils, Edible Oils, Basmati Rice",Distributor,2014,156,88596227,847 sets,"Middle East, Western Europe, Southeast Asia","ISO 14001, GMP Certified",4.9,100% Advance,73
SUP009061,Royal Fabrics Inc.,Samantha Smith,United States,Miami,"280 Free Zone, Miami, United States",+1-38792-51397,info@royalfabricsinc.com,www.royalfabricsinc.com,Textiles & Apparel,"Bath Towels, Cotton T-Shirts, Baby Clothing, Denim Jeans, Knitwear",Wholesaler,2014,490,3767675,4880 sets,"Western Europe, North America","HACCP, Fair Trade Certified",3.6,Cash Against Documents (CAD),24
SUP009062,Stone Works Worldwide AG,Lian Hug,Switzerland,Zurich,"630 Trade Center, Zurich, Switzerland",+41-5180-29032,lian.hug@yahoo.com,www.stoneworksworldwidea.ch,Construction Materials,"Marble Slabs, Roofing Sheets, Bricks",Manufacturer,1989,35,6747361,3830 sets,"Western Europe, South America, North Africa","OEKO-TEX, ISO 22000, Organic Certified",3.8,Net 30 Days,49
SUP009063,Bangkok Healthcare Co. Ltd,chuuraydaa daabephchr,Thailand,Bangkok,"639 Main Road, Bangkok, Thailand",+66-8969-90588,chuuraydaa@outlook.com,www.bangkokhealthcarecol.com,Pharmaceuticals & Healthcare,"Surgical Masks, Medical Devices, Ayurvedic Products, First Aid Kits, Syringes",Wholesaler,2018,3635,312878,1611 pieces,"North America, East Asia","OEKO-TEX, WRAP Certified, Halal Certified",4.9,Letter of Credit (L/C),41
SUP009064,Horizon MetalWorks Co. Ltd,Li Ying,Hong Kong,Hong Kong,"378 Business Park, Hong Kong, Hong Kong",+852-6254-8852,enquiry@horizonmetalworkscol.hk,www.horizonmetalworkscol.hk,Metals & Minerals,"Steel Sheets, Copper Wires, Stainless Steel Pipes, Iron Ore, Aluminum Ingots",Trading Company,2022,12,91107,562 kg,"South Asia, Sub-Saharan Africa, North America","ISO 22000, Halal Certified, Fair Trade Certified",4.9,Letter of Credit (L/C),56
SUP009065,Incheon Tanners Corporation,gimseongsu,South Korea,Seoul,"134 Business Park, Seoul, South Korea",+82-99447-84257,contact@incheontannerscorpor.com,www.incheontannerscorpor.com,Leather Goods,"Wallets, Leather Gloves, Travel Bags",Manufacturer & Exporter,2002,686,34006,3949 tons,"Oceania, South America",Organic Certified,3.8,"30% Advance, 70% on Delivery",88
SUP009066,Crown Agro Pty Ltd,Amy Williams,South Africa,Cape Town,"840 Business Park, Cape Town, South Africa",+27-2264-72376,export@crownagroptyltd.com,www.crownagroptyltd.com,Agriculture & Food Products,"Coffee Beans, Tea Leaves, Honey",Trading Company,2005,74,4829211,4777 pieces,"Western Europe, Sub-Saharan Africa",CE Certified,4.6,100% Advance,35
SUP009067,Warsaw MetalWorks Sp. z o.o.,Maks Kosiak,Poland,Krakow,"68 Market Road, Krakow, Poland",+48-5494-50931,maks.kosiak@gmail.com,www.warsawmetalworksspzo.pl,Metals & Minerals,"Zinc Alloys, Steel Sheets, Aluminum Ingots, Copper Wires",Manufacturer & Exporter,1982,132,2549562,1894 pieces,"South America, Western Europe, Eastern Europe","HACCP, ISO 9001",4.2,Net 60 Days,54
SUP009068,Prime Handicrafts JSC,Chi An Mai,Vietnam,Hai Phong,"371 Free Zone, Hai Phong, Vietnam",+84-1821-61899,chi@hotmail.com,www.primehandicraftsjsc.com,Handicrafts & Home Decor,"Candle Holders, Handwoven Carpets, Wicker Baskets, Bamboo Crafts, Wooden Furniture",Distributor,1987,20,87514392,1871 pieces,"Oceania, Southeast Asia, South America","HACCP, FSSAI",5.0,Net 60 Days,24
SUP009069,Naturals Enterprises Corporation,Shan Xia Jie Yi,Japan,Yokohama,"861 Free Zone, Yokohama, Japan",+81-16876-40026,shan526@hotmail.com,www.naturalsenterprisesc.com,Cosmetics & Personal Care,"Skincare Products, Herbal Soaps, Essential Oils",Distributor,1986,48,77236,4706 boxes,"Sub-Saharan Africa, Western Europe, South Asia, North Africa",WRAP Certified,3.4,Net 60 Days,55
SUP009070,Naturals Enterprises OJSC,Anzhela Grigor'evna Ovchinnikova,Russia,Saint Petersburg,"995 Main Road, Saint Petersburg, Russia",+7-95051-63384,export@naturalsenterpriseso.ru,www.naturalsenterpriseso.com,Cosmetics & Personal Care,"Haircare Products, Beauty Tools, Herbal Soaps, Perfumes",Wholesaler,2000,377,5044491,2994 sets,"Southeast Asia, Western Europe, East Asia","SEDEX, FSSAI",3.5,100% Advance,6
SUP009071,Stoica Games Co SRL,Mihai Popa,Romania,Cluj-Napoca,"43 Free Zone, Cluj-Napoca, Romania",+40-4170-61181,info@stoicagamescosrl.com,www.stoicagamescosrl.com,Toys & Games,"Soft Toys, Action Figures, Educational Toys, Puzzle Sets, Remote Control Cars",Sole Proprietor Exporter,1981,29,94124427,3222 tons,"CIS Countries, Middle East, Western Europe, Oceania","ISO 9001, Organic Certified",3.6,Net 30 Days,39
SUP009072,Infra Materials International Pty Ltd,Darrell Thompson,South Africa,Durban,"758 Business Park, Durban, South Africa",+27-8785-81380,darrell317@outlook.com,www.inframaterialsintern.za,Construction Materials,"Granite Stones, Sanitaryware, Cement, Ceramic Tiles, Roofing Sheets",Distributor,2012,3623,59596647,1019 pieces,"South Asia, Oceania, North America, Western Europe",ISO 9001,3.3,Cash Against Documents (CAD),87
SUP009073,Ryan Naturals Inc.,Mary Ross,Canada,Toronto,"371 Industrial Area, Toronto, Canada",+1-21505-88791,mary@yahoo.com,www.ryannaturalsinc.com,Cosmetics & Personal Care,"Skincare Products, Haircare Products, Essential Oils, Herbal Soaps, Cosmetic Kits",Manufacturer & Exporter,2012,111,55060,3014 sets,"North America, South Asia",HACCP,3.5,Open Account,78
SUP009074,Furniture Overseas S.p.A.,Gaetano Monicelli,Italy,Naples,"481 Trade Center, Naples, Italy",+39-13410-31427,enquiry@furnitureoverseasspa.com,www.furnitureoverseasspa.com,Furniture,"Office Furniture, Recliners, Outdoor Furniture, Wooden Cabinets",Distributor,1998,4122,7384762,1175 units,"Oceania, East Asia",CE Certified,4.8,100% Advance,42
SUP009075,Hamalainen Life Sciences Group,Markku Suominen,Finland,Tampere,"281 Trade Center, Tampere, Finland",+358-5258-17154,markku.suominen@hotmail.com,www.hamalainenlifescienc.fi,Pharmaceuticals & Healthcare,"Syringes, Ayurvedic Products, Surgical Masks, Medical Devices",Trading Company,1991,38,87301,3859 tons,"Middle East, North America, Sub-Saharan Africa, Eastern Europe","BRC Certified, ISO 14001",4.8,Letter of Credit (L/C),27
SUP009076,Warsaw Ornaments S.A.,Kazimierz Ufnal,Poland,Warsaw,"686 Free Zone, Warsaw, Poland",+48-6572-21567,sales@warsawornamentssa.com,www.warsawornamentssa.com,Jewelry & Gemstones,"Silver Ornaments, Precious Stones, Gold Jewelry, Gemstone Beads, Fashion Jewelry",Distributor,2001,99,72988716,3415 pieces,"Oceania, South America",ISO 22000,4.1,Net 60 Days,28
SUP009077,Moscow Packaging OJSC,Ponomareva Emiliia Antonovna,Russia,Saint Petersburg,"183 Free Zone, Saint Petersburg, Russia",+7-29623-43407,ponomareva.antonovna@gmail.com,www.moscowpackagingojsc.ru,Plastics & Packaging,"Bubble Wrap, PET Bottles, Plastic Crates, Plastic Containers, Packaging Films",Manufacturer,2000,21,5766140,1774 sets,"Eastern Europe, Oceania, South America, Sub-Saharan Africa","BRC Certified, Fair Trade Certified",4.1,Net 60 Days,21
SUP009078,Weber Packaging Pte Ltd,Mr. Christopher Smith,Singapore,Singapore,"772 Trade Center, Singapore, Singapore",+65-7680-9481,enquiry@weberpackagingpteltd.com,www.weberpackagingpteltd.sg,Plastics & Packaging,"PET Bottles, Plastic Pipes, Bubble Wrap",Sole Proprietor Exporter,2009,176,75686111,531 tons,"CIS Countries, Southeast Asia, Western Europe",Organic Certified,3.1,"30% Advance, 70% on Delivery",53
SUP009079,Interiors Enterprises Corporation,Shao Qian,Taiwan,Taichung,"556 Commercial Street, Taichung, Taiwan",+886-7134-82527,info@interiorsenterprises.tw,www.interiorsenterprises.com,Furniture,"Bed Frames, Modular Kitchens, Recliners, Outdoor Furniture",Manufacturer & Exporter,1986,907,79478614,1862 boxes,"North Africa, Southeast Asia","SEDEX, BRC Certified",3.4,Telegraphic Transfer (T/T),29
SUP009080,Ho Chi Minh City TechWorks JSC,Trung Hai Hoang,Vietnam,Ho Chi Minh City,"660 Commercial Street, Ho Chi Minh City, Vietnam",+84-0925-14402,trung@hotmail.com,www.hochiminhcitytechwor.com,Electronics & Electrical,"Surveillance Cameras, Home Appliances, Mobile Accessories",Sole Proprietor Exporter,1992,174,7660847,2539 sets,"North Africa, North America, Sub-Saharan Africa, Southeast Asia",FSSAI,3.9,"30% Advance, 70% on Delivery",88
SUP009081,Toulake Foods S.A.,Soteres Mantzouranes,Greece,Athens,"487 Commercial Street, Athens, Greece",+30-50414-71703,soteres@gmail.com,www.toulakefoodssa.com,Agriculture & Food Products,"Honey, Sugar, Frozen Vegetables, Cashew Nuts",Sole Proprietor Exporter,1995,703,66996,4070 tons,"South Asia, Middle East",SEDEX,3.7,Net 30 Days,42
SUP009082,Golden Poly Industries OJSC,Kopylov Ignatii Iul'evich,Russia,Saint Petersburg,"65 Market Road, Saint Petersburg, Russia",+7-07591-24089,contact@goldenpolyindustries.ru,www.goldenpolyindustries.com,Plastics & Packaging,"Plastic Pipes, Bubble Wrap, Plastic Crates, PET Bottles",Wholesaler,2012,798,146303,4751 units,"Eastern Europe, North America, CIS Countries",HACCP,3.7,Net 60 Days,64
SUP009083,Cosmetics Overseas Trading Co,Andre Park,Philippines,Davao City,"797 Commercial Street, Davao City, Philippines",+63-53777-57106,enquiry@cosmeticsoverseastra.ph,www.cosmeticsoverseastra.com,Cosmetics & Personal Care,"Cosmetic Kits, Beauty Tools, Perfumes, Herbal Soaps, Essential Oils",Trading Company,1979,4794,814331,3044 pieces,"North Africa, Eastern Europe, CIS Countries","ISO 14001, SEDEX",3.8,"30% Advance, 70% on Delivery",89
SUP009084,Horizon Marine Exports Lda.,Bruno Maia,Portugal,Porto,"866 Commercial Street, Porto, Portugal",+351-9932-43361,enquiry@horizonmarineexports.pt,www.horizonmarineexports.pt,Seafood & Marine Products,"Dried Fish, Fish Fillets, Crab Meat, Squid, Frozen Shrimp",Trading Company,2023,20,36141921,1409 boxes,"South Asia, Eastern Europe","Halal Certified, ISO 22000",3.5,Cash Against Documents (CAD),88
SUP009085,Marshall Weavers Group,Timothy Dawson,South Africa,Cape Town,"605 Main Road, Cape Town, South Africa",+27-3208-45815,timothy.dawson@outlook.com,www.marshallweaversgroup.za,Textiles & Apparel,"Bed Linen Sets, Denim Jeans, School Uniforms, Silk Sarees",Distributor,2016,421,90055,3209 kg,"East Asia, Oceania, Southeast Asia","BRC Certified, RoHS Compliant",4.9,Cash Against Documents (CAD),52
SUP009086,Pope Fitness Co Exports,Katherine Brooks,Bangladesh,Gazipur,"34 Market Road, Gazipur, Bangladesh",+880-51758-12572,enquiry@popefitnesscoexports.com,www.popefitnesscoexports.com,Sports Goods,"Yoga Mats, Footballs, Boxing Gloves, Gym Equipment, Badminton Rackets",Trading Company,2018,162,1089811,1090 pieces,"North America, North Africa, Middle East, Southeast Asia",Organic Certified,3.4,Net 60 Days,57
SUP009087,Knight Gems Ltd,Hemi Payne,New Zealand,Wellington,"542 Market Road, Wellington, New Zealand",+64-3214-51562,export@knightgemsltd.co.nz,www.knightgemsltd.com,Jewelry & Gemstones,"Fashion Jewelry, Anklets, Precious Stones, Diamond Rings",Distributor,1980,49,6189241,4906 units,"CIS Countries, South America, North America","HACCP, ISO 22000",4.3,Open Account,13
SUP009088,Hides International Inc,Christian Torres,Philippines,Cebu City,"546 Commercial Street, Cebu City, Philippines",+63-95592-03895,contact@hidesinternationalin.com,www.hidesinternationalin.com,Leather Goods,"Leather Shoes, Wallets, Leather Upholstery",Manufacturer & Exporter,1992,1872,48986005,1023 units,"South America, CIS Countries, Southeast Asia","BRC Certified, OEKO-TEX, Halal Certified",3.5,Telegraphic Transfer (T/T),53
SUP009089,Pharma Overseas Exports,Gary Baker,Sri Lanka,Colombo,"845 Trade Center, Colombo, Sri Lanka",+94-2193-51231,gary@outlook.com,www.pharmaoverseasexport.lk,Pharmaceuticals & Healthcare,"Syringes, Nutritional Supplements, First Aid Kits, Ayurvedic Products, Surgical Masks",Manufacturer & Exporter,1980,8,5797051,3355 boxes,"Southeast Asia, Middle East","OEKO-TEX, ISO 22000",3.2,Cash Against Documents (CAD),42
SUP009090,Unity Sports S.A.,Constanza Alvarez Gomez,Argentina,Buenos Aires,"9 Industrial Area, Buenos Aires, Argentina",+54-03667-41226,constanza.gomez@yahoo.com,www.unitysportssa.com,Sports Goods,"Badminton Rackets, Yoga Mats, Cricket Bats, Boxing Gloves",Wholesaler,1982,33,98638703,1566 boxes,"Sub-Saharan Africa, Oceania, Middle East, Eastern Europe",SEDEX,4.1,Open Account,43
SUP009091,Games Co Worldwide Industries,Michael Daniels,Pakistan,Sialkot,"545 Trade Center, Sialkot, Pakistan",+92-64074-89041,sales@gamescoworldwideindu.com,www.gamescoworldwideindu.com,Toys & Games,"Remote Control Cars, Action Figures, Educational Toys",Wholesaler,1995,736,32834150,2118 pieces,"East Asia, Western Europe, Oceania, South Asia","GMP Certified, SEDEX, BRC Certified",3.2,100% Advance,20
SUP009092,Unity Toys GmbH,Dipl.-Ing. Lambert Hendriks B.Sc.,Germany,Hamburg,"770 Business Park, Hamburg, Germany",+49-03237-46647,contact@unitytoysgmbh.com,www.unitytoysgmbh.com,Toys & Games,"Action Figures, Educational Toys, Puzzle Sets, Remote Control Cars, Board Games",Trading Company,2002,44,79895,3928 kg,"CIS Countries, East Asia",FSSAI,5.0,"30% Advance, 70% on Delivery",76
SUP009093,Prime Engineering Works S.A.,Amarilis Vizcaino Mateo,Chile,Valparaiso,"447 Market Road, Valparaiso, Chile",+56-7039-95656,contact@primeengineeringwork.cl,www.primeengineeringwork.cl,Machinery & Industrial Equipment,"Hydraulic Presses, Generators, Industrial Pumps",Manufacturer & Exporter,2015,575,47407,2085 kg,"North Africa, Sub-Saharan Africa, South Asia, Western Europe","CE Certified, HACCP, Organic Certified",4.4,Letter of Credit (L/C),85
SUP009094,Blevins Toys S.A.E.,Kathy Ward,Egypt,Alexandria,"995 Trade Center, Alexandria, Egypt",+20-07621-84671,sales@blevinstoyssae.com,www.blevinstoyssae.eg,Toys & Games,"Action Figures, Puzzle Sets, Remote Control Cars",Manufacturer & Exporter,1996,21,889381,1394 pieces,"Western Europe, North Africa","SEDEX, Fair Trade Certified",3.1,100% Advance,31
SUP009095,Harvest Enterprises AG,Emmy Ebert,Germany,Hamburg,"747 Market Road, Hamburg, Germany",+49-78594-02247,emmy@outlook.com,www.harvestenterprisesag.com,Agriculture & Food Products,"Sugar, Dried Fruits, Edible Oils, Coffee Beans",Distributor,2007,626,954403,2172 units,"South America, Middle East, Eastern Europe",WRAP Certified,4.7,100% Advance,49
SUP009096,Thessaloniki Building Materials S.A.,Maurikios Koutsouras,Greece,Thessaloniki,"584 Commercial Street, Thessaloniki, Greece",+30-45200-37759,maurikios.koutsouras@yahoo.com,www.thessalonikibuilding.com,Construction Materials,"Steel Bars, Sanitaryware, Cement, Marble Slabs, Granite Stones",Trading Company,2001,3472,4582823,332 tons,"Southeast Asia, Sub-Saharan Africa, South Asia","FSSAI, OEKO-TEX, RoHS Compliant",3.4,Telegraphic Transfer (T/T),52
